Study ID,Study Title,Institute,Analysis,Released,Samples,tissue,condition,treatment,Download  (* : Contains raw data),url,Collection Summary,Sample Type,Collection Location,analysis_id,ion_mode,ms_instrument_type,ms_instrument_name,ms_method_file,lc_type,lc_system,column_model,lc_method_file,analytical_time,lc_summary
ST002921,Metabolomic Characteristics of Nontuberculous Mycobacterial Pulmonary Disease,Seoul National University College of Medicine and Hospital,LC-MS  #,45322,418,,,,Uploaded data (23.1G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002921,"Blood samples were obtained when the patients were diagnosed with NTM-PD or BE during their routine health check-up. The collected samples were incubated at 25¬∞C for 15‚Äì30 min and centrifuged at 13,756 √ó g for 20 min to isolate serum.",Blood (serum),,AN004791,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000,,,,
ST002937,Deep Metabolic Phenotyping of Newborn Cord Blood Reveals Maternal-Fetal Interactions and Disease Risk,Stanford University,LC-MS/MS(Dir. Inf.)  #,45240,962,,,,"Uploaded data (783.3G)  *  (Data format:wiff, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002937,Plasma was collected from umbilical cords at the Lucile Packard Children‚Äôs Hospital Stanford with permission from the Institutional Review Board (IRB #46411). All umbilical cords were collected and sent for clinically-indicated testing to Pathology where blood gas analysis was performed following Stanford protocol. Leftover and discarded samples were obtained for research. Arterial and venous blood were extracted from umbilical cords by heparinized syringe and transferred to low binding tubes.,Blood (plasma),,AN004817,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000,,,,
ST002937,Deep Metabolic Phenotyping of Newborn Cord Blood Reveals Maternal-Fetal Interactions and Disease Risk,Stanford University,LC-MS/MS(Dir. Inf.)  #,45240,962,,,,"Uploaded data (783.3G)  *  (Data format:wiff, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002937,Plasma was collected from umbilical cords at the Lucile Packard Children‚Äôs Hospital Stanford with permission from the Institutional Review Board (IRB #46411). All umbilical cords were collected and sent for clinically-indicated testing to Pathology where blood gas analysis was performed following Stanford protocol. Leftover and discarded samples were obtained for research. Arterial and venous blood were extracted from umbilical cords by heparinized syringe and transferred to low binding tubes.,Blood (plasma),,AN004818,NEGATIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000,,,,
ST002937,Deep Metabolic Phenotyping of Newborn Cord Blood Reveals Maternal-Fetal Interactions and Disease Risk,Stanford University,LC-MS/MS(Dir. Inf.)  #,45240,962,,,,"Uploaded data (783.3G)  *  (Data format:wiff, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002937,Plasma was collected from umbilical cords at the Lucile Packard Children‚Äôs Hospital Stanford with permission from the Institutional Review Board (IRB #46411). All umbilical cords were collected and sent for clinically-indicated testing to Pathology where blood gas analysis was performed following Stanford protocol. Leftover and discarded samples were obtained for research. Arterial and venous blood were extracted from umbilical cords by heparinized syringe and transferred to low binding tubes.,Blood (plasma),,AN004819,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,,HILIC,Thermo Vanquish,,,,
ST002937,Deep Metabolic Phenotyping of Newborn Cord Blood Reveals Maternal-Fetal Interactions and Disease Risk,Stanford University,LC-MS/MS(Dir. Inf.)  #,45240,962,,,,"Uploaded data (783.3G)  *  (Data format:wiff, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002937,Plasma was collected from umbilical cords at the Lucile Packard Children‚Äôs Hospital Stanford with permission from the Institutional Review Board (IRB #46411). All umbilical cords were collected and sent for clinically-indicated testing to Pathology where blood gas analysis was performed following Stanford protocol. Leftover and discarded samples were obtained for research. Arterial and venous blood were extracted from umbilical cords by heparinized syringe and transferred to low binding tubes.,Blood (plasma),,AN004820,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,,HILIC,Thermo Vanquish,,,,
ST002937,Deep Metabolic Phenotyping of Newborn Cord Blood Reveals Maternal-Fetal Interactions and Disease Risk,Stanford University,LC-MS/MS(Dir. Inf.)  #,45240,962,,,,"Uploaded data (783.3G)  *  (Data format:wiff, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002937,Plasma was collected from umbilical cords at the Lucile Packard Children‚Äôs Hospital Stanford with permission from the Institutional Review Board (IRB #46411). All umbilical cords were collected and sent for clinically-indicated testing to Pathology where blood gas analysis was performed following Stanford protocol. Leftover and discarded samples were obtained for research. Arterial and venous blood were extracted from umbilical cords by heparinized syringe and transferred to low binding tubes.,Blood (plasma),,AN004821,POSITIVE,QTRAP,ABI Sciex 5500 QTrap,,None (Direct infusion),Shimazdu LC-30AD,,,,
ST002937,Deep Metabolic Phenotyping of Newborn Cord Blood Reveals Maternal-Fetal Interactions and Disease Risk,Stanford University,LC-MS/MS(Dir. Inf.)  #,45240,962,,,,"Uploaded data (783.3G)  *  (Data format:wiff, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002937,Plasma was collected from umbilical cords at the Lucile Packard Children‚Äôs Hospital Stanford with permission from the Institutional Review Board (IRB #46411). All umbilical cords were collected and sent for clinically-indicated testing to Pathology where blood gas analysis was performed following Stanford protocol. Leftover and discarded samples were obtained for research. Arterial and venous blood were extracted from umbilical cords by heparinized syringe and transferred to low binding tubes.,Blood (plasma),,AN004822,NEGATIVE,QTRAP,ABI Sciex 5500 QTrap,,None (Direct infusion),Shimazdu LC-30AD,,,,
ST003012,A High-Fat Eucaloric Diet Induces Reprometabolic Syndrome of Obesity in Normal Weight Women - metabolomics,University of Colorado Denver,LC-MS,45293,50,,,,Uploaded data (4.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST003012,Blood samples were collected from consented study subjects and plasma isolated according to standard clinical laboratory protocols.,Blood (plasma),,AN004944,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST003012,A High-Fat Eucaloric Diet Induces Reprometabolic Syndrome of Obesity in Normal Weight Women - metabolomics,University of Colorado Denver,LC-MS,45293,50,,,,Uploaded data (4.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST003012,Blood samples were collected from consented study subjects and plasma isolated according to standard clinical laboratory protocols.,Blood (plasma),,AN004944,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST003012,A High-Fat Eucaloric Diet Induces Reprometabolic Syndrome of Obesity in Normal Weight Women - metabolomics,University of Colorado Denver,LC-MS,45293,50,,,,Uploaded data (4.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST003012,Blood samples were collected from consented study subjects and plasma isolated according to standard clinical laboratory protocols.,Blood (plasma),,AN004945,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST003012,A High-Fat Eucaloric Diet Induces Reprometabolic Syndrome of Obesity in Normal Weight Women - metabolomics,University of Colorado Denver,LC-MS,45293,50,,,,Uploaded data (4.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST003012,Blood samples were collected from consented study subjects and plasma isolated according to standard clinical laboratory protocols.,Blood (plasma),,AN004945,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002299,Characterizing the intrauterine environment via untargeted metabolomics profiling of maternal blood collected during pregnancy (Healthy Start Cohort)-Part 1,University of Colorado Anschutz Medical Campus,LC-MS  #,10/2/23 0:00,2630,,,,Uploaded data (278.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002299,"Healthy Start is a prospective, pre-birth cohort study that recruited pregnant participants from outpatient prenatal clinics at the University of Colorado Hospital between 2009 and 2014. Eligible participants were 16 years or older with singleton pregnancies, no history of stillbirth or extremely preterm birth (<25 weeks of gestation) and no serious medical conditions, and had not yet completed 24 weeks of gestation at the time of enrollment. Mothers completed two study visits during pregnancy (median gestational ages 17 and 27 weeks). Mother-child pairs were assessed at birth for neonatal outcomes, and are currently still being followed through 8-10 years postpartum (NB: outcomes for this proposal are at birth). For the present project, we will use data from 1,297 mother-child pairs with adequate maternal plasma at 17 and 27 gestational weeks for untargeted metabolomics profiling.",Blood (serum),,AN003755,POSITIVE,Orbitrap,Thermo Q Exactive HF-X Orbitrap,,Reversed phase,Thermo Scientific™ Vanquish™ UPHPLC,,,,
ST002332,Plasma metabolomic profiling of individuals with autism spectrum disorder and their family members.,Boston Childrens Hospital,LC-MS  #,10/14/23 0:00,1316,,,,Uploaded data (508G)  *  (Data format:mzXML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002332,"The Autism Genetic Resource Exchange (AGRE) Consortium has the collection of WGS, biospecimen and phenotype data of families containing at least one individual diagnosed with Autism Spectrum Disorder (ASD) by the Autism Diagnostic Interview-Revised (ADI-R) and the Autism Diagnostic Observation Schedule (ADOS). For identifying ASD patients, we used AGRE‚Äôs ‚Äúderived affected status‚Äù information marked with ‚ÄúAutism‚Äù, ‚ÄúNot Quite Autism (NQA)‚Äú, or ‚ÄúASD‚Äù. Patients with known genetic causes of ASD (e.g., Fragile X, Trisomy 21, 15q deletion, and 22q duplication) or syndromes with overlapping ASD-features (e.g., Sotos syndrome) were excluded. We used plasma samples from individuals with both WGS and detailed phenotype information were available.",Blood (plasma),,AN003806,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MassSpec_092017_v1.pdf,HILIC,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM-QEHF_chromatography_5min_092017_v1.pdf,,
ST002332,Plasma metabolomic profiling of individuals with autism spectrum disorder and their family members.,Boston Childrens Hospital,LC-MS  #,10/14/23 0:00,1316,,,,Uploaded data (508G)  *  (Data format:mzXML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002332,"The Autism Genetic Resource Exchange (AGRE) Consortium has the collection of WGS, biospecimen and phenotype data of families containing at least one individual diagnosed with Autism Spectrum Disorder (ASD) by the Autism Diagnostic Interview-Revised (ADI-R) and the Autism Diagnostic Observation Schedule (ADOS). For identifying ASD patients, we used AGRE‚Äôs ‚Äúderived affected status‚Äù information marked with ‚ÄúAutism‚Äù, ‚ÄúNot Quite Autism (NQA)‚Äú, or ‚ÄúASD‚Äù. Patients with known genetic causes of ASD (e.g., Fragile X, Trisomy 21, 15q deletion, and 22q duplication) or syndromes with overlapping ASD-features (e.g., Sotos syndrome) were excluded. We used plasma samples from individuals with both WGS and detailed phenotype information were available.",Blood (plasma),,AN003806,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MassSpec_092017_v1.pdf,HILIC,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM-QEHF_chromatography_5min_092017_v1.pdf,,
ST002332,Plasma metabolomic profiling of individuals with autism spectrum disorder and their family members.,Boston Childrens Hospital,LC-MS  #,10/14/23 0:00,1316,,,,Uploaded data (508G)  *  (Data format:mzXML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002332,"The Autism Genetic Resource Exchange (AGRE) Consortium has the collection of WGS, biospecimen and phenotype data of families containing at least one individual diagnosed with Autism Spectrum Disorder (ASD) by the Autism Diagnostic Interview-Revised (ADI-R) and the Autism Diagnostic Observation Schedule (ADOS). For identifying ASD patients, we used AGRE‚Äôs ‚Äúderived affected status‚Äù information marked with ‚ÄúAutism‚Äù, ‚ÄúNot Quite Autism (NQA)‚Äú, or ‚ÄúASD‚Äù. Patients with known genetic causes of ASD (e.g., Fragile X, Trisomy 21, 15q deletion, and 22q duplication) or syndromes with overlapping ASD-features (e.g., Sotos syndrome) were excluded. We used plasma samples from individuals with both WGS and detailed phenotype information were available.",Blood (plasma),,AN003807,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MassSpec_092017_v1.pdf,Reversed phase,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM-QEHF_chromatography_5min_092017_v1.pdf,,
ST002332,Plasma metabolomic profiling of individuals with autism spectrum disorder and their family members.,Boston Childrens Hospital,LC-MS  #,10/14/23 0:00,1316,,,,Uploaded data (508G)  *  (Data format:mzXML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002332,"The Autism Genetic Resource Exchange (AGRE) Consortium has the collection of WGS, biospecimen and phenotype data of families containing at least one individual diagnosed with Autism Spectrum Disorder (ASD) by the Autism Diagnostic Interview-Revised (ADI-R) and the Autism Diagnostic Observation Schedule (ADOS). For identifying ASD patients, we used AGRE‚Äôs ‚Äúderived affected status‚Äù information marked with ‚ÄúAutism‚Äù, ‚ÄúNot Quite Autism (NQA)‚Äú, or ‚ÄúASD‚Äù. Patients with known genetic causes of ASD (e.g., Fragile X, Trisomy 21, 15q deletion, and 22q duplication) or syndromes with overlapping ASD-features (e.g., Sotos syndrome) were excluded. We used plasma samples from individuals with both WGS and detailed phenotype information were available.",Blood (plasma),,AN003807,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MassSpec_092017_v1.pdf,Reversed phase,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM-QEHF_chromatography_5min_092017_v1.pdf,,
ST002336,Characterizing the intrauterine environment via untargeted metabolomics profiling of maternal blood collected during pregnancy (Project Viva),Harvard Pilgrim Health Care Institute,LC-MS  #,11/3/23 0:00,1467,,,,Uploaded data (152.3G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002336,"Project Viva: Pregnant women were enrolled in Project Viva between 1999 and 2002 at their first prenatal visit at one of 8 obstetric clinics of Atrius Harvard Vanguard Medical Associates, a multispecialty group practice in eastern Massachusetts. Eligible mothers were fluent in English, had singleton gestations, were <22 weeks gestation, and had no plans to move away from the study area. Research staff performed in-person study visits with participating mothers in the first (median gestational age 9.9 weeks) and second (median gestational age 28.1 weeks) trimesters of pregnancy, and with mothers and children during the first few days after delivery, during infancy (median age 6.3 months), in early childhood (median age 3.3 years), mid-childhood (median age 7.7 years), and adolescence (median age13 years). In this analysis, we will use data from 188 mother-child pairs in Project Viva with available information on prenatal PFAS concentrations, available umbilical cord serum samples at delivery, and outcomes of interest. Please contact MollyAn Killingbeck at mollyan.killingbeck@point32health.org for questions related to the subject characteristics and outcomes.",Blood (plasma),,AN003818,POSITIVE,Orbitrap,Thermo Q Exactive HF-X Orbitrap,,Reversed phase,Thermo Scientific™ Vanquish™ UPHPLC,,,,
ST002351,Characterizing the intrauterine environment via untargeted metabolomics profiling of maternal blood collected during pregnancy (Atlanta ECHO Cohort),Emory University,LC-MS  #,11/14/23 0:00,699,,,,Uploaded data (73.6G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002351,"The Atlanta ECHO Cohort is comprised of African American mother-child dyads who reside in the greater metropolitan Atlanta area. Enrollment begins during pregnancy from prenatal care clinics affiliated with two metro hospital systems. During pregnancy, data and biospecimens are obtained during an initial study visit (between 8-14 weeks gestation) and during a second study visit (between 24-30 weeks gestation). In the perinatal period, we collect the residual newborn blood spot (obtained from the neonate during the delivery hospitalization for state metabolic screening). Details of pregnancy complications, birth, and neonatal outcomes are ascertained via medical record abstraction. Children are then followed annually via in-person clinical assessments and maternal questionnaire data.",Blood (serum),,AN003837,POSITIVE,Orbitrap,Thermo Q Exactive HF-X Orbitrap,,Reversed phase,Thermo Scientific™ Vanquish™ UPHPLC,,,,
ST002439,Characterizing the intrauterine environment via untargeted metabolomics profiling of maternal blood collected during pregnancy (PETALS Cohort),Kaiser Permanente,LC-MS  #,1/12/24 0:00,364,,,,Uploaded data (41.8G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002439,,Blood (serum),,AN003976,POSITIVE,Orbitrap,Thermo Q Exactive HF-X Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002440,Impacts of interactions between environmental chemical exposures and diet on gut microbiota and microbiota-derived metabolites in mothers and children (MAAP Cohort),Wayne State University,LC-MS  #,1/12/24 0:00,43,,,,Uploaded data (4.6G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002440,"In 2014, the Microbes, Allergy, Asthma and Pets (MAAP) study (P01 AI089473) was launched. All women ages 18-49 years scheduled for prenatal visits at Henry Ford Health, expected to deliver during the recruitment period at a Henry Ford Health hospital, and whose residence was in a predefined area of Detroit and metropolitan Detroit suburbs were potentially eligible. There were no medical insurance requirements. Between 2014 and 2016, 141 women were enrolled; their infant was followed through age 18 months (with continuing follow-up through early/mid childhood underway through the NIH ECHO program under the CREW birth cohort consortium (5UG3OD023282, Gern PI). Blood and stool samples were obtained from the mother prenatally and stool specimens were obtained from the infant at 5 time points (1-week, 1-, 3-, 6- and 18-months) with 16S sequencing already completed. Blood was also obtained from the infant at pre-defined intervals. Please contact Andrea Cassidy-Bushrow at acassid1@hfhs.org for questions related to the subject characteristics and outcomes.",Blood (plasma),,AN003977,POSITIVE,Orbitrap,Thermo Q Exactive HF-X Orbitrap,,Reversed phase,Thermo Vanquish,,,22 min,
ST002441,Impacts of interactions between environmental chemical exposures and diet on gut microbiota and microbiota-derived metabolites in mothers and children (MARCH Cohort),Wayne State University,LC-MS  #,1/12/24 0:00,82,,,,Uploaded data (8.6G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002441,"MARCH is a prospective population based pregnancy cohort that recruited pregnant participants from 2017-2023 from 11 sites within Michigan. Women over 18 years of age were recruited at first prenatal visit and had 3 data collection points focused around each trimester of pregnancy. Blood, urine, and questionnaire data were collected at each prenatal visit. At birth placenta was collected and after birth, infants were assessed at 3 months, 9 months, and yearly. For more information on MARCH please contact Jean Kerver; kerverje@msu.edu",Blood (plasma),,AN003978,POSITIVE,Orbitrap,Thermo Q Exactive HF-X Orbitrap,,Reversed phase,Thermo Vanquish,,,22 min,
ST002443,Characterizing the intrauterine environment via untargeted metabolomics profiling of maternal blood collected during pregnancy (ARCH Cohort),Michigan State University,LC-MS  #,1/16/24 0:00,297,,,,Uploaded data (27.6G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002443,"The ARCH Cohort is a pregnancy cohort of approximately 1,000 women recruited at the first prenatal visit largely in Lansing, MI between 2008 and 2016. Blood was collected when possible at the onset of prenatal care and at the time of the glucose tolerance test (late 2nd, early 3rd trimester). Please contact Jean Kerver at kerverje@msu.edu for questions related to the subject characteristics and outcomes.",Blood (plasma),,AN003980,POSITIVE,Orbitrap,Thermo Q Exactive HF-X Orbitrap,,Reversed phase,Thermo Vanquish,,,22 min,
ST002470,Linking bacterial metabolites to disease-associated microbes to uncover mechanisms of host-microbial interactions in intestinal inflammation. Human plasma profiling,Broad Institute of MIT and Harvard,LC-MS  #,2/12/24 0:00,89,,,,Uploaded data (43.1G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002470,"Pediatric UC patients (4-17 years of age) were recruited between July 2012 and April 2015 from 29 centers in the USA and Canada and monitored over the course of one year. Patients were treatment-naive at week 0 and received either 5-aminosalicylic acid (mesalamine) or oral/intravenous corticosteroids followed by mesalamine. Up to 4 samples were collected from each patient (week 0, 4, 12 and 52). In addition, metadata and clinical data were collected, including age, gender, ethnicity, treatment, Pediatric Ulcerative Colitis Activity Index (PUCAI), disease progression (colectomy and remission status) and fecal calprotectin (ELISA). Blood samples were collected Monday-Thursday and shipped on the same day (via FedEx overnight) at room temperature for next day delivery and processing by the biorepository. If samples were collected on Friday, blood tubes were stored at the collection site at 4 degrees and then shipped at room temperature on Monday (via FedEx overnight) for next day delivery and processing. Once samples were received by the Emory Biorepository, blood samples were immediately processed using the corresponding blood tube centrifugation guidelines, aliquoted, and stored at -80 degrees. Two types of blood tubes (Becton-Dickinson) were used for collection. One tube was coated with K2EDTA anticoagulant and proprietary protease inhibitor cocktail for stabilization of human plasma proteins at the point of collection. The second tube was also coated with K2EDTA anticoagulant.",Blood (plasma),,AN004029,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,HILIC,Shimadzu Nexera X2,,,,
ST002470,Linking bacterial metabolites to disease-associated microbes to uncover mechanisms of host-microbial interactions in intestinal inflammation. Human plasma profiling,Broad Institute of MIT and Harvard,LC-MS  #,2/12/24 0:00,89,,,,Uploaded data (43.1G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002470,"Pediatric UC patients (4-17 years of age) were recruited between July 2012 and April 2015 from 29 centers in the USA and Canada and monitored over the course of one year. Patients were treatment-naive at week 0 and received either 5-aminosalicylic acid (mesalamine) or oral/intravenous corticosteroids followed by mesalamine. Up to 4 samples were collected from each patient (week 0, 4, 12 and 52). In addition, metadata and clinical data were collected, including age, gender, ethnicity, treatment, Pediatric Ulcerative Colitis Activity Index (PUCAI), disease progression (colectomy and remission status) and fecal calprotectin (ELISA). Blood samples were collected Monday-Thursday and shipped on the same day (via FedEx overnight) at room temperature for next day delivery and processing by the biorepository. If samples were collected on Friday, blood tubes were stored at the collection site at 4 degrees and then shipped at room temperature on Monday (via FedEx overnight) for next day delivery and processing. Once samples were received by the Emory Biorepository, blood samples were immediately processed using the corresponding blood tube centrifugation guidelines, aliquoted, and stored at -80 degrees. Two types of blood tubes (Becton-Dickinson) were used for collection. One tube was coated with K2EDTA anticoagulant and proprietary protease inhibitor cocktail for stabilization of human plasma proteins at the point of collection. The second tube was also coated with K2EDTA anticoagulant.",Blood (plasma),,AN004029,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,HILIC,Shimadzu Nexera X2,,,,
ST002470,Linking bacterial metabolites to disease-associated microbes to uncover mechanisms of host-microbial interactions in intestinal inflammation. Human plasma profiling,Broad Institute of MIT and Harvard,LC-MS  #,2/12/24 0:00,89,,,,Uploaded data (43.1G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002470,"Pediatric UC patients (4-17 years of age) were recruited between July 2012 and April 2015 from 29 centers in the USA and Canada and monitored over the course of one year. Patients were treatment-naive at week 0 and received either 5-aminosalicylic acid (mesalamine) or oral/intravenous corticosteroids followed by mesalamine. Up to 4 samples were collected from each patient (week 0, 4, 12 and 52). In addition, metadata and clinical data were collected, including age, gender, ethnicity, treatment, Pediatric Ulcerative Colitis Activity Index (PUCAI), disease progression (colectomy and remission status) and fecal calprotectin (ELISA). Blood samples were collected Monday-Thursday and shipped on the same day (via FedEx overnight) at room temperature for next day delivery and processing by the biorepository. If samples were collected on Friday, blood tubes were stored at the collection site at 4 degrees and then shipped at room temperature on Monday (via FedEx overnight) for next day delivery and processing. Once samples were received by the Emory Biorepository, blood samples were immediately processed using the corresponding blood tube centrifugation guidelines, aliquoted, and stored at -80 degrees. Two types of blood tubes (Becton-Dickinson) were used for collection. One tube was coated with K2EDTA anticoagulant and proprietary protease inhibitor cocktail for stabilization of human plasma proteins at the point of collection. The second tube was also coated with K2EDTA anticoagulant.",Blood (plasma),,AN004029,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,HILIC,Shimadzu Nexera X2,,,,
ST002470,Linking bacterial metabolites to disease-associated microbes to uncover mechanisms of host-microbial interactions in intestinal inflammation. Human plasma profiling,Broad Institute of MIT and Harvard,LC-MS  #,2/12/24 0:00,89,,,,Uploaded data (43.1G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002470,"Pediatric UC patients (4-17 years of age) were recruited between July 2012 and April 2015 from 29 centers in the USA and Canada and monitored over the course of one year. Patients were treatment-naive at week 0 and received either 5-aminosalicylic acid (mesalamine) or oral/intravenous corticosteroids followed by mesalamine. Up to 4 samples were collected from each patient (week 0, 4, 12 and 52). In addition, metadata and clinical data were collected, including age, gender, ethnicity, treatment, Pediatric Ulcerative Colitis Activity Index (PUCAI), disease progression (colectomy and remission status) and fecal calprotectin (ELISA). Blood samples were collected Monday-Thursday and shipped on the same day (via FedEx overnight) at room temperature for next day delivery and processing by the biorepository. If samples were collected on Friday, blood tubes were stored at the collection site at 4 degrees and then shipped at room temperature on Monday (via FedEx overnight) for next day delivery and processing. Once samples were received by the Emory Biorepository, blood samples were immediately processed using the corresponding blood tube centrifugation guidelines, aliquoted, and stored at -80 degrees. Two types of blood tubes (Becton-Dickinson) were used for collection. One tube was coated with K2EDTA anticoagulant and proprietary protease inhibitor cocktail for stabilization of human plasma proteins at the point of collection. The second tube was also coated with K2EDTA anticoagulant.",Blood (plasma),,AN004029,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,HILIC,Shimadzu Nexera X2,,,,
